,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class_1,Class_2
75,"tf.Tensor(0.88208103, shape=(), dtype=float32)","tf.Tensor(0.98828185, shape=(), dtype=float32)","tf.Tensor(0.12655804, shape=(), dtype=float32)","tf.Tensor(0.9783082, shape=(), dtype=float32)","tf.Tensor(0.41443402, shape=(), dtype=float32)","tf.Tensor(0.81588405, shape=(), dtype=float32)","tf.Tensor(0.6471529, shape=(), dtype=float32)","tf.Tensor(0.9482764, shape=(), dtype=float32)","tf.Tensor(0.709367, shape=(), dtype=float32)","tf.Tensor(0.88168186, shape=(), dtype=float32)","tf.Tensor(0.9364332, shape=(), dtype=float32)","tf.Tensor(0.18543318, shape=(), dtype=float32)","tf.Tensor(0.9685002, shape=(), dtype=float32)","tf.Tensor(0.40374926, shape=(), dtype=float32)","tf.Tensor(0.67192256, shape=(), dtype=float32)","tf.Tensor(0.66497266, shape=(), dtype=float32)","tf.Tensor(0.91967386, shape=(), dtype=float32)","tf.Tensor(0.9443176, shape=(), dtype=float32)","tf.Tensor(0.90571153, shape=(), dtype=float32)","tf.Tensor(0.29228768, shape=(), dtype=float32)","tf.Tensor(0.3428744, shape=(), dtype=float32)","tf.Tensor(0.48832443, shape=(), dtype=float32)","tf.Tensor(0.59245557, shape=(), dtype=float32)","tf.Tensor(0.9235144, shape=(), dtype=float32)","tf.Tensor(0.6884298, shape=(), dtype=float32)","tf.Tensor(0.74618405, shape=(), dtype=float32)","tf.Tensor(0.5441571, shape=(), dtype=float32)","tf.Tensor(0.828623, shape=(), dtype=float32)","tf.Tensor(0.74897134, shape=(), dtype=float32)","tf.Tensor(-0.024687309, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
76,"tf.Tensor(0.6341171, shape=(), dtype=float32)","tf.Tensor(0.8609852, shape=(), dtype=float32)","tf.Tensor(0.17900054, shape=(), dtype=float32)","tf.Tensor(0.8203924, shape=(), dtype=float32)","tf.Tensor(0.38316056, shape=(), dtype=float32)","tf.Tensor(0.53784585, shape=(), dtype=float32)","tf.Tensor(0.53588957, shape=(), dtype=float32)","tf.Tensor(0.810851, shape=(), dtype=float32)","tf.Tensor(0.6937285, shape=(), dtype=float32)","tf.Tensor(0.6189046, shape=(), dtype=float32)","tf.Tensor(0.7054262, shape=(), dtype=float32)","tf.Tensor(0.32786173, shape=(), dtype=float32)","tf.Tensor(0.82256585, shape=(), dtype=float32)","tf.Tensor(0.38858408, shape=(), dtype=float32)","tf.Tensor(0.5396987, shape=(), dtype=float32)","tf.Tensor(0.67075574, shape=(), dtype=float32)","tf.Tensor(0.57253736, shape=(), dtype=float32)","tf.Tensor(0.60236514, shape=(), dtype=float32)","tf.Tensor(0.63954824, shape=(), dtype=float32)","tf.Tensor(0.43016034, shape=(), dtype=float32)","tf.Tensor(0.29428422, shape=(), dtype=float32)","tf.Tensor(0.4386966, shape=(), dtype=float32)","tf.Tensor(0.6060894, shape=(), dtype=float32)","tf.Tensor(0.7513371, shape=(), dtype=float32)","tf.Tensor(0.60582066, shape=(), dtype=float32)","tf.Tensor(0.7404703, shape=(), dtype=float32)","tf.Tensor(0.2843824, shape=(), dtype=float32)","tf.Tensor(0.6827362, shape=(), dtype=float32)","tf.Tensor(0.5387293, shape=(), dtype=float32)","tf.Tensor(0.1522203, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
77,"tf.Tensor(0.5787463, shape=(), dtype=float32)","tf.Tensor(0.51925284, shape=(), dtype=float32)","tf.Tensor(0.49861446, shape=(), dtype=float32)","tf.Tensor(0.417845, shape=(), dtype=float32)","tf.Tensor(0.5269632, shape=(), dtype=float32)","tf.Tensor(0.38260743, shape=(), dtype=float32)","tf.Tensor(0.31240812, shape=(), dtype=float32)","tf.Tensor(0.6428416, shape=(), dtype=float32)","tf.Tensor(0.71737677, shape=(), dtype=float32)","tf.Tensor(0.38134006, shape=(), dtype=float32)","tf.Tensor(0.31489483, shape=(), dtype=float32)","tf.Tensor(0.60227275, shape=(), dtype=float32)","tf.Tensor(0.18730168, shape=(), dtype=float32)","tf.Tensor(0.5682433, shape=(), dtype=float32)","tf.Tensor(0.31627604, shape=(), dtype=float32)","tf.Tensor(0.5628721, shape=(), dtype=float32)","tf.Tensor(0.20010333, shape=(), dtype=float32)","tf.Tensor(0.09758972, shape=(), dtype=float32)","tf.Tensor(0.34432122, shape=(), dtype=float32)","tf.Tensor(0.5539517, shape=(), dtype=float32)","tf.Tensor(0.15971716, shape=(), dtype=float32)","tf.Tensor(0.40961894, shape=(), dtype=float32)","tf.Tensor(0.45554438, shape=(), dtype=float32)","tf.Tensor(0.69848967, shape=(), dtype=float32)","tf.Tensor(0.6013982, shape=(), dtype=float32)","tf.Tensor(0.7278379, shape=(), dtype=float32)","tf.Tensor(0.33974898, shape=(), dtype=float32)","tf.Tensor(0.66799915, shape=(), dtype=float32)","tf.Tensor(0.4111935, shape=(), dtype=float32)","tf.Tensor(0.14107007, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
78,"tf.Tensor(0.38648975, shape=(), dtype=float32)","tf.Tensor(0.7746706, shape=(), dtype=float32)","tf.Tensor(0.31722552, shape=(), dtype=float32)","tf.Tensor(0.7675479, shape=(), dtype=float32)","tf.Tensor(0.3556226, shape=(), dtype=float32)","tf.Tensor(0.5172004, shape=(), dtype=float32)","tf.Tensor(0.4517457, shape=(), dtype=float32)","tf.Tensor(0.7538927, shape=(), dtype=float32)","tf.Tensor(0.5497081, shape=(), dtype=float32)","tf.Tensor(0.6037669, shape=(), dtype=float32)","tf.Tensor(0.5927316, shape=(), dtype=float32)","tf.Tensor(0.38617736, shape=(), dtype=float32)","tf.Tensor(0.56132364, shape=(), dtype=float32)","tf.Tensor(0.40125734, shape=(), dtype=float32)","tf.Tensor(0.28021184, shape=(), dtype=float32)","tf.Tensor(0.6786725, shape=(), dtype=float32)","tf.Tensor(0.4208397, shape=(), dtype=float32)","tf.Tensor(0.41289893, shape=(), dtype=float32)","tf.Tensor(0.44025734, shape=(), dtype=float32)","tf.Tensor(0.531001, shape=(), dtype=float32)","tf.Tensor(0.15106387, shape=(), dtype=float32)","tf.Tensor(0.45255813, shape=(), dtype=float32)","tf.Tensor(0.41057435, shape=(), dtype=float32)","tf.Tensor(0.69111514, shape=(), dtype=float32)","tf.Tensor(0.5968475, shape=(), dtype=float32)","tf.Tensor(0.60608774, shape=(), dtype=float32)","tf.Tensor(0.3532219, shape=(), dtype=float32)","tf.Tensor(0.64797634, shape=(), dtype=float32)","tf.Tensor(0.5408792, shape=(), dtype=float32)","tf.Tensor(0.085709676, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
79,"tf.Tensor(0.6188563, shape=(), dtype=float32)","tf.Tensor(0.93690103, shape=(), dtype=float32)","tf.Tensor(0.52908635, shape=(), dtype=float32)","tf.Tensor(0.89917654, shape=(), dtype=float32)","tf.Tensor(0.3547884, shape=(), dtype=float32)","tf.Tensor(0.6678821, shape=(), dtype=float32)","tf.Tensor(0.7222592, shape=(), dtype=float32)","tf.Tensor(0.92160255, shape=(), dtype=float32)","tf.Tensor(0.7612199, shape=(), dtype=float32)","tf.Tensor(0.8102119, shape=(), dtype=float32)","tf.Tensor(0.87108713, shape=(), dtype=float32)","tf.Tensor(0.355251, shape=(), dtype=float32)","tf.Tensor(0.9190589, shape=(), dtype=float32)","tf.Tensor(0.626549, shape=(), dtype=float32)","tf.Tensor(0.68280053, shape=(), dtype=float32)","tf.Tensor(0.5936598, shape=(), dtype=float32)","tf.Tensor(0.77266693, shape=(), dtype=float32)","tf.Tensor(0.8394954, shape=(), dtype=float32)","tf.Tensor(0.7255346, shape=(), dtype=float32)","tf.Tensor(0.28541997, shape=(), dtype=float32)","tf.Tensor(0.34038132, shape=(), dtype=float32)","tf.Tensor(0.54223424, shape=(), dtype=float32)","tf.Tensor(0.5409444, shape=(), dtype=float32)","tf.Tensor(0.76217043, shape=(), dtype=float32)","tf.Tensor(0.730964, shape=(), dtype=float32)","tf.Tensor(0.7427031, shape=(), dtype=float32)","tf.Tensor(0.54012245, shape=(), dtype=float32)","tf.Tensor(0.8643803, shape=(), dtype=float32)","tf.Tensor(0.68331283, shape=(), dtype=float32)","tf.Tensor(0.030913858, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
80,"tf.Tensor(0.4243332, shape=(), dtype=float32)","tf.Tensor(0.53984666, shape=(), dtype=float32)","tf.Tensor(0.53069174, shape=(), dtype=float32)","tf.Tensor(0.5105607, shape=(), dtype=float32)","tf.Tensor(0.5520038, shape=(), dtype=float32)","tf.Tensor(0.48375094, shape=(), dtype=float32)","tf.Tensor(0.42718294, shape=(), dtype=float32)","tf.Tensor(0.666434, shape=(), dtype=float32)","tf.Tensor(0.74367976, shape=(), dtype=float32)","tf.Tensor(0.51662374, shape=(), dtype=float32)","tf.Tensor(0.5322874, shape=(), dtype=float32)","tf.Tensor(0.55419266, shape=(), dtype=float32)","tf.Tensor(0.4918502, shape=(), dtype=float32)","tf.Tensor(0.6928473, shape=(), dtype=float32)","tf.Tensor(0.3750472, shape=(), dtype=float32)","tf.Tensor(0.5068505, shape=(), dtype=float32)","tf.Tensor(0.4596426, shape=(), dtype=float32)","tf.Tensor(0.32875636, shape=(), dtype=float32)","tf.Tensor(0.34560755, shape=(), dtype=float32)","tf.Tensor(0.43681103, shape=(), dtype=float32)","tf.Tensor(0.27072927, shape=(), dtype=float32)","tf.Tensor(0.4666866, shape=(), dtype=float32)","tf.Tensor(0.474722, shape=(), dtype=float32)","tf.Tensor(0.7284072, shape=(), dtype=float32)","tf.Tensor(0.4897158, shape=(), dtype=float32)","tf.Tensor(0.7351671, shape=(), dtype=float32)","tf.Tensor(0.4233345, shape=(), dtype=float32)","tf.Tensor(0.8771954, shape=(), dtype=float32)","tf.Tensor(0.44514275, shape=(), dtype=float32)","tf.Tensor(0.14310431, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
81,"tf.Tensor(0.6659591, shape=(), dtype=float32)","tf.Tensor(0.94056237, shape=(), dtype=float32)","tf.Tensor(0.28100783, shape=(), dtype=float32)","tf.Tensor(0.9023901, shape=(), dtype=float32)","tf.Tensor(0.36256465, shape=(), dtype=float32)","tf.Tensor(0.6498259, shape=(), dtype=float32)","tf.Tensor(0.60816735, shape=(), dtype=float32)","tf.Tensor(0.9142209, shape=(), dtype=float32)","tf.Tensor(0.6046062, shape=(), dtype=float32)","tf.Tensor(0.7336024, shape=(), dtype=float32)","tf.Tensor(0.845345, shape=(), dtype=float32)","tf.Tensor(0.27687165, shape=(), dtype=float32)","tf.Tensor(0.8634157, shape=(), dtype=float32)","tf.Tensor(0.49364138, shape=(), dtype=float32)","tf.Tensor(0.47320494, shape=(), dtype=float32)","tf.Tensor(0.71948415, shape=(), dtype=float32)","tf.Tensor(0.66765815, shape=(), dtype=float32)","tf.Tensor(0.73366296, shape=(), dtype=float32)","tf.Tensor(0.7452581, shape=(), dtype=float32)","tf.Tensor(0.49039426, shape=(), dtype=float32)","tf.Tensor(0.20222138, shape=(), dtype=float32)","tf.Tensor(0.5179644, shape=(), dtype=float32)","tf.Tensor(0.5596984, shape=(), dtype=float32)","tf.Tensor(0.84076273, shape=(), dtype=float32)","tf.Tensor(0.53790385, shape=(), dtype=float32)","tf.Tensor(0.748156, shape=(), dtype=float32)","tf.Tensor(0.52894783, shape=(), dtype=float32)","tf.Tensor(0.79761636, shape=(), dtype=float32)","tf.Tensor(0.54747707, shape=(), dtype=float32)","tf.Tensor(0.021691104, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
82,"tf.Tensor(0.7256871, shape=(), dtype=float32)","tf.Tensor(0.9469023, shape=(), dtype=float32)","tf.Tensor(0.21171027, shape=(), dtype=float32)","tf.Tensor(0.9210129, shape=(), dtype=float32)","tf.Tensor(0.20513184, shape=(), dtype=float32)","tf.Tensor(0.65348625, shape=(), dtype=float32)","tf.Tensor(0.5842265, shape=(), dtype=float32)","tf.Tensor(0.8879935, shape=(), dtype=float32)","tf.Tensor(0.6523051, shape=(), dtype=float32)","tf.Tensor(0.7448263, shape=(), dtype=float32)","tf.Tensor(0.78010815, shape=(), dtype=float32)","tf.Tensor(0.3536565, shape=(), dtype=float32)","tf.Tensor(0.8131521, shape=(), dtype=float32)","tf.Tensor(0.26496845, shape=(), dtype=float32)","tf.Tensor(0.45266083, shape=(), dtype=float32)","tf.Tensor(0.7863179, shape=(), dtype=float32)","tf.Tensor(0.6671128, shape=(), dtype=float32)","tf.Tensor(0.7363455, shape=(), dtype=float32)","tf.Tensor(0.72322243, shape=(), dtype=float32)","tf.Tensor(0.5708467, shape=(), dtype=float32)","tf.Tensor(0.17534678, shape=(), dtype=float32)","tf.Tensor(0.44485632, shape=(), dtype=float32)","tf.Tensor(0.5587623, shape=(), dtype=float32)","tf.Tensor(0.85578156, shape=(), dtype=float32)","tf.Tensor(0.6825234, shape=(), dtype=float32)","tf.Tensor(0.7629747, shape=(), dtype=float32)","tf.Tensor(0.34453937, shape=(), dtype=float32)","tf.Tensor(0.7638212, shape=(), dtype=float32)","tf.Tensor(0.6810077, shape=(), dtype=float32)","tf.Tensor(0.26903847, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
83,"tf.Tensor(0.78965825, shape=(), dtype=float32)","tf.Tensor(0.8316565, shape=(), dtype=float32)","tf.Tensor(0.43392536, shape=(), dtype=float32)","tf.Tensor(0.74632055, shape=(), dtype=float32)","tf.Tensor(0.4922222, shape=(), dtype=float32)","tf.Tensor(0.6518652, shape=(), dtype=float32)","tf.Tensor(0.47419745, shape=(), dtype=float32)","tf.Tensor(0.7930271, shape=(), dtype=float32)","tf.Tensor(0.7815478, shape=(), dtype=float32)","tf.Tensor(0.5948344, shape=(), dtype=float32)","tf.Tensor(0.7411566, shape=(), dtype=float32)","tf.Tensor(0.4775453, shape=(), dtype=float32)","tf.Tensor(0.8009839, shape=(), dtype=float32)","tf.Tensor(0.66067344, shape=(), dtype=float32)","tf.Tensor(0.4118804, shape=(), dtype=float32)","tf.Tensor(0.611008, shape=(), dtype=float32)","tf.Tensor(0.7152662, shape=(), dtype=float32)","tf.Tensor(0.6546379, shape=(), dtype=float32)","tf.Tensor(0.6293991, shape=(), dtype=float32)","tf.Tensor(0.40805578, shape=(), dtype=float32)","tf.Tensor(0.27950186, shape=(), dtype=float32)","tf.Tensor(0.5298306, shape=(), dtype=float32)","tf.Tensor(0.5282968, shape=(), dtype=float32)","tf.Tensor(0.7795018, shape=(), dtype=float32)","tf.Tensor(0.50354403, shape=(), dtype=float32)","tf.Tensor(0.8106216, shape=(), dtype=float32)","tf.Tensor(0.60621804, shape=(), dtype=float32)","tf.Tensor(0.89257663, shape=(), dtype=float32)","tf.Tensor(0.6281725, shape=(), dtype=float32)","tf.Tensor(-0.058944702, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
84,"tf.Tensor(0.4055455, shape=(), dtype=float32)","tf.Tensor(0.82650965, shape=(), dtype=float32)","tf.Tensor(0.35845178, shape=(), dtype=float32)","tf.Tensor(0.7825658, shape=(), dtype=float32)","tf.Tensor(0.44047934, shape=(), dtype=float32)","tf.Tensor(0.59828407, shape=(), dtype=float32)","tf.Tensor(0.51731205, shape=(), dtype=float32)","tf.Tensor(0.82119876, shape=(), dtype=float32)","tf.Tensor(0.69309914, shape=(), dtype=float32)","tf.Tensor(0.63493425, shape=(), dtype=float32)","tf.Tensor(0.5027729, shape=(), dtype=float32)","tf.Tensor(0.58478343, shape=(), dtype=float32)","tf.Tensor(0.5920721, shape=(), dtype=float32)","tf.Tensor(0.4881557, shape=(), dtype=float32)","tf.Tensor(0.29871225, shape=(), dtype=float32)","tf.Tensor(0.8270212, shape=(), dtype=float32)","tf.Tensor(0.38176987, shape=(), dtype=float32)","tf.Tensor(0.50897896, shape=(), dtype=float32)","tf.Tensor(0.5018832, shape=(), dtype=float32)","tf.Tensor(0.7573879, shape=(), dtype=float32)","tf.Tensor(0.14220347, shape=(), dtype=float32)","tf.Tensor(0.60440165, shape=(), dtype=float32)","tf.Tensor(0.55819803, shape=(), dtype=float32)","tf.Tensor(0.8308095, shape=(), dtype=float32)","tf.Tensor(0.75591147, shape=(), dtype=float32)","tf.Tensor(0.77636814, shape=(), dtype=float32)","tf.Tensor(0.35336152, shape=(), dtype=float32)","tf.Tensor(0.7198985, shape=(), dtype=float32)","tf.Tensor(0.7053781, shape=(), dtype=float32)","tf.Tensor(0.064525194, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
85,"tf.Tensor(0.6134723, shape=(), dtype=float32)","tf.Tensor(0.8865735, shape=(), dtype=float32)","tf.Tensor(0.28841236, shape=(), dtype=float32)","tf.Tensor(0.8662226, shape=(), dtype=float32)","tf.Tensor(0.2269952, shape=(), dtype=float32)","tf.Tensor(0.5773777, shape=(), dtype=float32)","tf.Tensor(0.5835655, shape=(), dtype=float32)","tf.Tensor(0.8774735, shape=(), dtype=float32)","tf.Tensor(0.64646804, shape=(), dtype=float32)","tf.Tensor(0.6792798, shape=(), dtype=float32)","tf.Tensor(0.75465566, shape=(), dtype=float32)","tf.Tensor(0.13435365, shape=(), dtype=float32)","tf.Tensor(0.8083882, shape=(), dtype=float32)","tf.Tensor(0.34749502, shape=(), dtype=float32)","tf.Tensor(0.53991705, shape=(), dtype=float32)","tf.Tensor(0.72743887, shape=(), dtype=float32)","tf.Tensor(0.6336843, shape=(), dtype=float32)","tf.Tensor(0.63091624, shape=(), dtype=float32)","tf.Tensor(0.63483006, shape=(), dtype=float32)","tf.Tensor(0.49220377, shape=(), dtype=float32)","tf.Tensor(0.28139144, shape=(), dtype=float32)","tf.Tensor(0.41709447, shape=(), dtype=float32)","tf.Tensor(0.5747765, shape=(), dtype=float32)","tf.Tensor(0.7743126, shape=(), dtype=float32)","tf.Tensor(0.7582284, shape=(), dtype=float32)","tf.Tensor(0.7459, shape=(), dtype=float32)","tf.Tensor(0.39674768, shape=(), dtype=float32)","tf.Tensor(0.66274595, shape=(), dtype=float32)","tf.Tensor(0.63789964, shape=(), dtype=float32)","tf.Tensor(0.13828377, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)"
86,"tf.Tensor(0.2785789, shape=(), dtype=float32)","tf.Tensor(0.66926044, shape=(), dtype=float32)","tf.Tensor(0.4553563, shape=(), dtype=float32)","tf.Tensor(0.6195397, shape=(), dtype=float32)","tf.Tensor(0.7290997, shape=(), dtype=float32)","tf.Tensor(0.43296003, shape=(), dtype=float32)","tf.Tensor(0.23622221, shape=(), dtype=float32)","tf.Tensor(0.6317844, shape=(), dtype=float32)","tf.Tensor(0.6698926, shape=(), dtype=float32)","tf.Tensor(0.3814941, shape=(), dtype=float32)","tf.Tensor(0.3181872, shape=(), dtype=float32)","tf.Tensor(0.743792, shape=(), dtype=float32)","tf.Tensor(-0.009283542, shape=(), dtype=float32)","tf.Tensor(0.5616579, shape=(), dtype=float32)","tf.Tensor(0.14370933, shape=(), dtype=float32)","tf.Tensor(0.6586999, shape=(), dtype=float32)","tf.Tensor(0.13910428, shape=(), dtype=float32)","tf.Tensor(0.121764176, shape=(), dtype=float32)","tf.Tensor(0.27548084, shape=(), dtype=float32)","tf.Tensor(0.7368582, shape=(), dtype=float32)","tf.Tensor(0.09316568, shape=(), dtype=float32)","tf.Tensor(0.5071178, shape=(), dtype=float32)","tf.Tensor(0.4334147, shape=(), dtype=float32)","tf.Tensor(0.6635226, shape=(), dtype=float32)","tf.Tensor(0.81607586, shape=(), dtype=float32)","tf.Tensor(0.5695037, shape=(), dtype=float32)","tf.Tensor(0.22372597, shape=(), dtype=float32)","tf.Tensor(0.5529598, shape=(), dtype=float32)","tf.Tensor(0.46070918, shape=(), dtype=float32)","tf.Tensor(0.08874061, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
87,"tf.Tensor(0.31540188, shape=(), dtype=float32)","tf.Tensor(0.8027833, shape=(), dtype=float32)","tf.Tensor(0.29851016, shape=(), dtype=float32)","tf.Tensor(0.7612455, shape=(), dtype=float32)","tf.Tensor(0.19950129, shape=(), dtype=float32)","tf.Tensor(0.5398202, shape=(), dtype=float32)","tf.Tensor(0.49907753, shape=(), dtype=float32)","tf.Tensor(0.7725457, shape=(), dtype=float32)","tf.Tensor(0.48461798, shape=(), dtype=float32)","tf.Tensor(0.7548235, shape=(), dtype=float32)","tf.Tensor(0.68691427, shape=(), dtype=float32)","tf.Tensor(0.01321388, shape=(), dtype=float32)","tf.Tensor(0.7255063, shape=(), dtype=float32)","tf.Tensor(0.4373199, shape=(), dtype=float32)","tf.Tensor(0.49839944, shape=(), dtype=float32)","tf.Tensor(0.5694233, shape=(), dtype=float32)","tf.Tensor(0.6005096, shape=(), dtype=float32)","tf.Tensor(0.59727156, shape=(), dtype=float32)","tf.Tensor(0.47107562, shape=(), dtype=float32)","tf.Tensor(0.5086808, shape=(), dtype=float32)","tf.Tensor(0.26238763, shape=(), dtype=float32)","tf.Tensor(0.41277313, shape=(), dtype=float32)","tf.Tensor(0.39529115, shape=(), dtype=float32)","tf.Tensor(0.6767239, shape=(), dtype=float32)","tf.Tensor(0.74716204, shape=(), dtype=float32)","tf.Tensor(0.6556593, shape=(), dtype=float32)","tf.Tensor(0.35844818, shape=(), dtype=float32)","tf.Tensor(0.66850245, shape=(), dtype=float32)","tf.Tensor(0.6233788, shape=(), dtype=float32)","tf.Tensor(-0.016507942, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
88,"tf.Tensor(0.5811031, shape=(), dtype=float32)","tf.Tensor(0.95070964, shape=(), dtype=float32)","tf.Tensor(0.32556114, shape=(), dtype=float32)","tf.Tensor(0.9268346, shape=(), dtype=float32)","tf.Tensor(0.39959553, shape=(), dtype=float32)","tf.Tensor(0.6453019, shape=(), dtype=float32)","tf.Tensor(0.5783143, shape=(), dtype=float32)","tf.Tensor(0.9128892, shape=(), dtype=float32)","tf.Tensor(0.7167106, shape=(), dtype=float32)","tf.Tensor(0.7722701, shape=(), dtype=float32)","tf.Tensor(0.7665351, shape=(), dtype=float32)","tf.Tensor(0.43004408, shape=(), dtype=float32)","tf.Tensor(0.7578016, shape=(), dtype=float32)","tf.Tensor(0.357954, shape=(), dtype=float32)","tf.Tensor(0.42821524, shape=(), dtype=float32)","tf.Tensor(0.9032886, shape=(), dtype=float32)","tf.Tensor(0.59919685, shape=(), dtype=float32)","tf.Tensor(0.68780893, shape=(), dtype=float32)","tf.Tensor(0.7302767, shape=(), dtype=float32)","tf.Tensor(0.67024416, shape=(), dtype=float32)","tf.Tensor(0.15538046, shape=(), dtype=float32)","tf.Tensor(0.5869347, shape=(), dtype=float32)","tf.Tensor(0.5800539, shape=(), dtype=float32)","tf.Tensor(0.8370594, shape=(), dtype=float32)","tf.Tensor(0.81788576, shape=(), dtype=float32)","tf.Tensor(0.799208, shape=(), dtype=float32)","tf.Tensor(0.44423905, shape=(), dtype=float32)","tf.Tensor(0.76562834, shape=(), dtype=float32)","tf.Tensor(0.7792412, shape=(), dtype=float32)","tf.Tensor(-0.025649954, shape=(), dtype=float32)","tf.Tensor(1.0, shape=(), dtype=float32)","tf.Tensor(0.0, shape=(), dtype=float32)"
